,city,name,phone,state,streetAddress,zipcode
394,New,Believers Christian Fellowship Sv,(830) 885-2214,Texas,36200 Fm 3159,78132
395,New,"Spirit of Sharing (S.O.S.) Inc., Food Bank",830-629-3663,Texas,248 Merriweather St.,78130
396,Orange,Heaven's Serenity House Of Missions,(409) 330-4954,Texas,1207 West Park Street,77630
397,North,I Can Still Shine Food Pantry For Victims of Domestic Violence,817-427-1111,Texas,Empty,76182
398,North,Community Enrichment Center,817-281-1164,Texas,6250 NE Loop 820,76180
399,New,St. Joseph-New Waverly,(936) 344-6104,Texas,101 Elmore St.,77358
400,Pasadena,Pasadena Community Ministries,(713) 477-4336,Texas,2310 S Houston Rd.,77502
401,Pearland,"Christian Helping Hands, Inc",281-485-9776,Texas,3402 Swensen Dr.,77581
402,Olney,Olney Hope Inc - Cubpaks Helping Olney Win,940-564-2926,Texas,1006 ARBOR ST,76374
403,Odessa,West Texas Food Bank - Odessa,(432) 580-6333,Texas,411 Shout Pagewood Ave.,79761
404,Odessa,Jesus House,(432) 272-3362,Texas,1335 E. 6th Street,79761
405,Odessa,West Odessa First Baptist Church,(432) 381-0753,Texas,11300 W University Blvd,79764
406,Odessa,Texas & Clements St Church,(432) 580-0049,Texas,1201 S Texas Ave.,79761
407,Pecos,Santa Rosa Food Bank,(432) 445-3871,Texas,620 W 4th Street,79772
408,Pearsall,Volunteer Gleaning Program San Antonio Food Bank,(830) 334-3013,Texas,1203 S Oak St,78061
409,Pflugerville,St. Elizabeth Catholic Church Society of St. Vincent de Paul,(888) 801-7837,Texas,1520 North Railroad Avenue,78660
410,Penitas,"His Hands Ministries, Inc",956-584-6844,Texas,17214 Salida del Sol Street,78576
411,Pilot,The Shepherd's Storehouse,940-686-2620,Texas,1189 Highway 377 South,76258
412,Pilot,Pilot Point Goodfellows,940-686-3014,Texas,1189 S. Hwy 377,76258
413,Pharr,Food Bank of The RGV,(956) 682-8101,Texas,2601 Zinnia Ave,78577
414,Pharr,Pharr Seventh-day Adventist Church,(956) 787-9438,Texas,121 W. Polk,78577
415,Pharr,The Gate Of Eternal Life,(512) 847-2118,Texas,100 W. Moore Rd # 300,78577
416,Pharr,United Methodist Church, 956-787-4529,Texas,119 E. Kelly,78577
417,Port,First Umc-St. Stephens Society,956 943-2485,Texas,101 W. Adams Street,78578
418,Port,Bay Area Food Pantry,956 943-5372,Texas,110 Port Rd,78578
419,Plano,Minnies Food Pantry,(972) 596-0253,Texas,"3033 W Parker Road, Suite 116",75023
420,Plano,The Storehouse of Collin County,(469) 385-1813,Texas,5801 Plano Pkwy,75093
421,Plano,Salvation Army Plano,(972) 423-8254,Texas,3528 E. 14th Street,75074
422,Princeton,Christ Cares For Princeton Princeton Church Of Christ,972-734-9046,Texas,301 East Princeton Drive,75407
423,Plano,Salvation Army Of Collin County,(972) 423-8254,Texas,3528 E. 14th Street,75074
424,Plano,Plano Food Pantry - Holy Nativity Episcopal Church,(972) 424-4574,Texas,2200 E. 18th Street,75074
425,Plano,Life Source,(469) 814-0114,Texas,"2109 W. Parker Road, Suite 208",75023
426,Plano,AC Food Pantry,972-578-5730 ,Texas,1116 Dobie Dr,75074
427,Plano,God's Food Pantry,972-633-9777,Texas,3420 East 14th Suite #101,75074
428,Plano,Assistance Center of Collin County,972-422-1850,Texas,900 East 18th Street,75074
429,Quinlan,Lake Area Shared Ministries,903-356-6744,Texas,8493 Hwy 34 S,75474
430,Red,North Ellis County Outreach,(972) 617-7261,Texas,404 S. HWY 342,75154
431,Port,Feed My Sheep Central Baptist Port Neches,409-722-3559,Texas,903 Avenue B,77651
432,Prosper,Bethlehem Place,(469) 296-8877,Texas,107 South Church Street,75078
433,River,Helping Hands Ministry,(817) 624-3918,Texas,1515 Long Avenue,76114
434,Rosharon,Sacred Heart of Jesus Social Ministry,(281) 431-0969,Texas,14307 Hwy 6,77583
435,Richardson,Greenville Avenue Church of Christ,(972) 644-2335,Texas,1013 S. Greenville Avenue,75081
436,Richardson,Richardson East Church of Christ,(972) 231-8231,Texas,1504 E. Campbell Road,75081
437,Richardson,Network of Community Ministries ,(972) 234-8880,Texas,741 S. Sherman Street,75081
438,Rockwall,This Is Your Season Ministries,(469) 975-3210,Texas,3023 Interstate 30 East Frontage Rd,75087
439,Rockwall,"Rockwall County Helping Hands, Inc",(972) 771-4357,Texas,401 W. Rusk Street,75087
440,Round,Williamson County Crisis Center,512-255-1212,Texas,1011 Gattis School Rd,78664
441,Robstown,1st Assembly of God - Food Pantry,361-563-0075,Texas,505 N. 4th St.,78380
442,Rowlett,Hope in Hand Food Pantry,(972) 475-3559,Texas,7301 Miller Rd.,75088
443,Rowlett,Life Message,972-475-9800,Texas,"4501 Rowlett Road, Suite 200",75088
444,San,San Antonio Food Bank,(210) 337-3663,Texas,5200 W Old US Highway 90,78227
445,San,Society of St. Vincent DePaul - San Antonio,(210) 225-7837,Texas,1 Haven For Hope Way,78207
446,San,Outcry in the Barrio Home,(210) 433-0028,Texas,1003 SW 38Th St.,78237
447,San,Mission Espada SVDP,(210) 973-1035,Texas,10040 Espada Road,78214
448,San,Antioch Baptist Church San Antonio,(210) 225-2452,Texas,1001 N. Walters St.,78202
449,San,St. Paul's Episcopal Church San Antonio,(210) 226-0345,Texas,1018 East Grayson Street,78208
450,San,St. Matthew's SVDP,(210) 478-5099,Texas,10703 Wurzbach Rd.,78230
451,San,St. Peter Prince Of Apostles,210-822-3367,Texas,111 Barilla Place,78209
452,San,Principe De Paz U.M.C - Jireh House,(210) 436-7113,Texas,3226 South Laredo Street,78207
453,Royse,Our Daily Bread Food Pantry,972-636-2291,Texas,405 E. Church St,75189
454,San,Irene Teague Food Pantry,210-663-3195,Texas,12430 Trawalter,78252
455,San,Agape Ministry Emergency Assistance Program,(210) 590-6655,Texas,127 Lanark Dr,78218
456,San,Community Table Project,(210) 599-8270,Texas,8219 Perrin-Beitel Rd.,78218
457,San,Daily Bread Ministries,210-223-4707,Texas,6351 Rittiman Road,78218
458,San,St. Paul United Methodist's Feed My Lambs,210-227-2525,Texas,508 N Center Street,78202
459,San,Get Up Community Center Food Pantry,210-637-0155,Texas,6227 Krempen Ave,78233
460,San,Ressurection of the lord Catholic Churchs food pantry,(210) 675-1470,Texas,7990 W Military Dr ,78227
461,San,Summit Pantry,(210) 402-0565,Texas,2575 Marshall Road,78259
462,San,3 5 7 Food Pantry,(210) 951-0357,Texas,489 Lincolnshire Drive,78220
463,San,MCC San Antonio,210-472-3597,Texas,611 E. Myrtle St.,78212
464,San,Blessed Angels Community Center,210-284-4391,Texas,4071 North Foster Road,78244
465,San,Emmanuel Presbyterian Church,(210) 922-7153,Texas,713 Division Avenue,78225
466,San,Ella Austin Community Center Clothing/Food/Support,(210) 224-2351,Texas,1023 North Pine Street,78202
467,San,Inner City Development Clothing/Food,,Texas,1300 Chihuahua,78207
468,San,House of Neighborly Service(HNS),(210) 434-2301,Texas,407 North Calaveras,78207
469,San,Northern Hills United Methodist Church,(210) 654-0881,Texas,3703 North Loop 1604 East,78247
470,San,San Antonio Rescue Mission,(210) 222-9736,Texas,907 East Quincy,78215
471,San,West Avenue Compassion,(210) 573-2847,Texas,10715 West Avenue,78213
472,San,Food Bank Concho Valley Regional,(325) 655-3231,Texas,1313 S Hill Street,76903
473,San,Catholic Outreach Services,(325) 658-4124,Texas,410 N. Chadbourne Street,76903
474,Roanoke,Roanoke Food Pantry,(817) 491-4451,Texas,108 Pecan Street,76262
475,Roanoke,Roanoke Food Pantry,817-491-4451,Texas,108 Pecan Street,76262
476,San,Christians In Action,325-655-5127,Texas,555 E. 6th St,76903
477,San,God's Storehouse Pantry,(325) 653-4523,Texas,29 N. Oakes,76903
478,San,Freedom Fellowship of San Angelo,(325) 227-4121,Texas,342 S. Chadbourne St.,76903
479,San,Belmore Baptist Church,(325) 651-4661,Texas,1214 Bell St.,76903
480,Saginaw,Community Link Mission,(817) 847-4554,Texas,300 Belmont Street,76179
481,San,The Hays County Food Bank,(512) 392-8300,Texas,220 Herndon St,78666
482,San,San Benito Food Pantry Inc,956-399-1659,Texas,160 E Stenger (rear),78586
483,Schulenburg,Schulenburg Area Food Pantry,(979) 247-4060,Texas,304 East Avenue,78956
484,Seadrift,Seadrift U.M.C.Food Pantry,361-552-1722,Texas,601 South 2nd street,77983
485,South,Southeast Area Ministries,713-944-0093,Texas,2102 Houston Blvd.,77587
486,Seagoville,Robinwood Baptist Church Food Pantry,9722872673 ,Texas,111 N. Stark Rd,75159
487,Santa,HIS Ministry,409-925-4697,Texas,4205 Jackson,77517
488,Shallowater,First Baptist Church/Shallowater,(806) 832-4511,Texas,1008 8Th Street,79363
489,Seguin,EATS Foundation,(830) 372-4900,Texas,767 South Saunders St.,78155
490,Seguin,The EATS Foundation,(830) 372-4900,Texas,767 South Saunders,78155
491,Spicewood,Helping Hand Crisis Ministry of Spicewood,512-924-9822,Texas,2596 Bee Creek Road,78669
492,Stafford,East Fort Bend Human Needs Ministry,(281) 261-1006,Texas,435 Stafford Run Rd.,77477
493,Stafford,East Fort Bend Human Needs Ministry,(281) 261-4902,Texas,435 Stafford Run,77477
494,Stafford,East Fort Bend Human Needs Ministry,(281) 261-1006,Texas,435 Stafford Run,77477
495,Stamford,Bread Of Life Ministries,,Texas,306 S orient,79553
496,Temple,St. Vincent de Paul of Greater Temple,254-773-7591,Texas,106 W. Avenue D,76504
497,Sweeny,West Brazos Cares,(979) 548-9000,Texas,1008 E. Ashley Wilson Dr.,77480
498,Terrell,SHARE CENTER,972-551-1729,Texas,103 Jones Street,75160
499,Terrell,First Assembly Of God Church,972-524-5404,Texas,203 Main Street,75160
500,Terrell,Greater Terrell Shared Ministries,972-563-4266,Texas,115 N. Adelaide,75160
501,Texarkana,Texarkana Friendship Center,(903) 792-1301,Texas,620 West 4th Street,75505
502,Terrell,Emergency Aid- Terrell,972-563-1421,Texas,200 South Virginia,75160
503,Texas,Galveston County Food Bank,(409) 945-4232,Texas,624 4th Ave. North,77590
504,Tomball,St. Anne'S Pantry SVDP,(281) 255-2894,Texas,1111 S. Cherry St.,77375
505,Tyler,East Texas Food Bank,(903) 597-3663,Texas,3201 Robertson Rd,75701
506,Tyler,King's StoreHouse Food Bank,(903) 595-5097,Texas,422 E Oakwood St,75702
507,Tyler,Trinity Fellowship Church, (903) 566-4226,Texas,10344 Hwy 31 E.,75702
508,The,The Storehouse of Metro Relief,(214) 705-3555,Texas,5201 South Colony Boulevard,75056
509,Venus,The Food Connection,(972) 775-0327,Texas,806 County Road 214,76084
510,Uvalde,Nueces Canyon Food Pantry,,Texas,1167 Cr 408,78801
511,Uvalde,Uvalde Food Pantry,,Texas,211 Evans St,78801
512,Utopia,Utopia Food Pantry,830-966-3498,Texas,2080 Foster Ranch Road,78884
513,Spring,Spring - Woodlands Ministries,(281) 353-4480,Texas,"810 East Louetta, Suite A-E",77373
514,Spring,Gateway Baptist Food Pantry,(281) 363-4500,Texas,2930 Rayford Road,77385
515,Waco,Antioch Community Church Pantry,254-754-0386,Texas,505 N 20th Street,76707
516,Victoria,Community Food Bank of the Golden Crescent,(361) 578-0591,Texas,3809 E Rio Grande Street,77901
517,Waco,Acts Christian Fellowship / Storehouse Waco,254-759-1800,Texas,300 S. 13th Street,76701
518,Waco,The Shepherd's Heart Food Pantry,(254) 722-9517,Texas,1401 North 34th Street,76702
519,Waco,Caritas of Waco,(254) 753-4593,Texas,300 S 15th St ,76701
520,Waco,Columbus Ave Baptist Church Pantry,(254) 752-1655,Texas,1300 Columbus Ave,76701
521,Waco,Crestview Church of Christ Pantry,(254) 776-0711,Texas,7129 New Delhi Rd,76712
522,Waco,Food Basket - Church of the Open Door,(254) 799-2656,Texas,900 N Loop,76705
523,Waco,Saint Francis Social Ministry,(254) 752-3254,Texas,301 Jefferson,76701
524,Waco,Salvation Army Pantry Waco,254-756-7271,Texas,4721 W Waco Dr ,76710
525,Waco,Carver Park Baptist Church / Shepherds Heart Pantry,254-799-2766,Texas,1020 E Herring Ave,76704
526,Waco,2nd Missionary Baptist Church / Shepherds Heart,254-799-6300,Texas,2001 Dallas st,76707
527,Waxahachie,Salvation Army- Waxahachie,(972) 937-7727,Texas,620 Farley Street,75168
528,Waxahachie,Brown Street Church of Christ,(972) 937-8855,Texas,2471 Brown Street,75165
529,Waxahachie,Waxahachie CARE,972-923-2273,Texas,1208 Ferris Avenue,75165
530,Weatherford,A Place For Grace,(817) 613-9947,Texas,100 Christopher Ct,76088
531,Whitney,Lake Whitney Food Bank,(254) 694-3155,Texas,603 S Bosque St,76692
532,Waller,Warm Pantry,(936) 372-5173,Texas,40070 Business Hwy 290,77484
533,Wichita,Floral Heights Community Food Pantry,(940) 723-7151,Texas,2214 10th Street,76309
534,Wichita, Senior Citizens N TX Red Door,940-322-6232,Texas,1008 Burnett,76301
535,Wichita,YMCA - Straight Street,(940) 322-7816,Texas,1010 9Th Street,76301
536,Wolfforth,Wolfforth United Methodist Church,(806) 866-4200,Texas,102 Donald Preston Drive,79382
537,Winona,Tyler Rescue Ministries,(903) 877-9252,Texas,12876 N Pointe Rd,75792
538,Wichita,Bethlehem  Missionary Baptist,940-766-2326,Texas,112 Scurry Street,76301
539,Wimberley,Wimberley Crisis Bread Basket,512-847-5323,Texas,14092 Ranch Road 12,78676
540,Wylie,Amazing Grace Food Pantry,972-292-7241,Texas,1711 Parker Road,75098
541,Wylie,The Bridge Connection,9724555541,Texas,800 Vanessa Dr,75098
0,Beryl,Beryl Junction Care and Share,435-865-7644,Utah,291 North Beryl Hwy,84714
1,Blanding,Transitions Pantry and Blanding,435-678-3741,Utah,29 East Center,84511
2,Beaver,Beaver Care and Share,435-438-6266,Utah,50 South 100 East,84713
3,Bicknell,Central Utah Food Sharing and Bicknell,(435) 836-2422,Utah,475 South 300 East,84715
4,Brigham,Box Elder Community Pantry,435-723-1449,Utah,272 N 200 W,84302
5,Brigham,Box Elder Community Food Pantry,435-723-1449,Utah,272 North 200 West,84302
6,American,Adventure Church Food Pantry,801.492.9179,Utah,55 E 400 N,84003
7,American,Tabitha's Way Local Food Pantry,(801) 692-1881,Utah,"920 E State Rd., Suite C",84003
8,Castle,Clothing Exchange,(435) 381-5410,Utah,Empty,84513
9,Castle,Emery County Food Bank,4353815410,Utah,40 S Center St,84513
10,Castle,LDS Bishop's Storehouse - Castle Dale,435-381-2464,Utah,560 West Highway 29,84513
11,Castle,Emery County Community Services,435-381-5410,Utah,40 South Center,84513
12,Cedar,Iron County Care And Share Food Bank,4358671818,Utah,140 E 400 S,84720
13,Cedar,LDS Bishop's Storehouse - Cedar City,(435) 586-8682,Utah,219 East 275 South,84721
14,Cedar,Iron County Care and Share Food Bank,435-586-4962,Utah,222 West 900 North,84721
15,Cedar,Iron County Care and Share,435-586-4962,Utah,222 W 900 N,84721
16,Cedar,Hope Food Pantry of Cedar City,(435) 233-7433,Utah,Empty,84720
17,Bountiful,Bountiful Community Food Pantry,801-299-8464,Utah,480 East 150 North,84010
18,Centerfield,Earth Community Food Bank Pantry,801-930-0675,Utah,125 N Main Street (Highway 89),84622
19,Centerville,LDS Bishop's Storehouse and Centerville,801-298-2208,Utah,1180 West 500 North,84014
20,Coalville,Community Action Services - Coalville,(435) 336-4277,Utah,17 Main St,84017
21,Coalville,Community Action Services and Coalville,435-336-4277,Utah,11 South Main Street,84017
22,Clearfield,Apostolic Assembly of God,801-388-8389,Utah,389 S State Street,84015
23,Clearfield,Apostolic Assembly of God,801-388-8389,Utah,389 S State Street,84015
24,Delta,LDS Bishop's Storehouse and Delta,435-864-4753,Utah,296 North 100 East,84624
25,Delta,Central Utah Food Sharing - Delta,435-896-5225,Utah,162 W 100 S,84624
26,Escalante,Escalante Care and Share,435-616-4665,Utah,75 North 100 West,84726
27,Eureka,Eureka Mobile Food Pantry,,Utah,70 East Main Street,84628
28,Fillmore,LDS Bishop's Storehouse and Fillmore,435-743-6614,Utah,85 North 400 West,84631
29,Fillmore,Central Utah Food Sharing - Fillmore,435-864-2089,Utah,290 South Main Street,84631
30,Draper,South Valley Food bank  -The Adventure Church Food Pantry,801-688-7251,Utah,352 West 12300 South Suite 100,84020
31,Goshen,Goshen Mobile Food Pantry,435-784-3993,Utah,79 South Center Street,84633
32,Grantsville,Utah Community Action Grantsville,(435) 884-4452,Utah,7 South Park Street,84029
33,Grantsville,Grantsville First Baptist Church,435-884-3737,Utah,235 West Main,84029
34,Grantsville,Grantsville Mobile Food Pantry,,Utah,2930 West Highway 112,84029
35,Heber,Christian Center of Heber City Food Pantry,435-657-9493,Utah,55 East Center Street,84032
36,Hurricane,Hurricane Valley Food Bank,(435) 635-0995,Utah,450 E 800 N,84737
37,Green,Green River Food Bank,435-564-3431,Utah,80 Farrer Street,84525
38,Heber,St Lawrence Catholic Church Food Pantry,(435) 654-4035,Utah,100 West Center Street,84032
39,Heber,Community Action Services and Heber,435-654-2182,Utah,465 East 1200 South,84032
40,Junction,Central Utah Food Sharing - Junction,435-979-0216,Utah,100 North 200 West,84740
41,Kamas,Community Action Services - Kamas,(435) 783-4303,Utah,30 S Main St,84036
42,Kamas,Community Action Services - Kamas,435-783-4303,Utah,30 South Main Street,84036
43,Kanab,Kanab Care and Share,435-691-0228,Utah,56 West 450 North,84741
44,Kearns,First Baptist Community Church & Food Pantry,,Utah,4445 West 5175 South,84128
45,Kearns,Iglesia de Jesucristo,(801) 673-0985,Utah,5151 South Applewood Drive (3560 W),84118
46,Kaysville,Church of Jesus Christ of LDS,(801) 543-1855,Utah,61 South 600 West,84037
47,Lindon,LDS Bishop's Storehouse and Lindon,801-785-0996,Utah,940 West Center,84042
48,Logan,LDS Bishop's Storehouse and Logan,435-752-6425,Utah,165 East 2200 North,84341
49,Logan,Cache Community Food Pantry,435-753-7140,Utah,359 South Main Street,84321
50,Lyman,Central Utah Food Sharing - Hanksville,435-836-2850,Utah,83 North Main,84749
51,Magna,Utah Community Action Magna,(801) 250-6414,Utah,3441 S. 8400 W.  ,84040
52,Magna,Magna Neighborhood Center,801-250-6414,Utah,3441 South 8400 West Ste C,84044
53,Manila,Flaming Gorge Food Pantry,435-784-3993,Utah,93 North 100 West,84046
54,Manila,Daggett County Community Food Pantry,(435) 784-3993,Utah,93 North 1st West,84046
55,Layton,Family Connection Center Food Bank,(801) 771-4642,Utah,875 East Hwy 193,84040
56,Layton,Family Connection Center ,(801) 771-4642,Utah,875 East Highway 193,84040
57,Layton,Layton DROPS (Delivery and Redistribution of Produce and Sur,,Utah,1322 North Hillfield Rd,84041
58,Layton,Fish -n - Loaves,801-544-2426,Utah,1332 North Hill Field Rd,84041
59,Mexican,Mexican Hat Mobile Food Pantry,,Utah,272 Main Street,84531
60,Midvale, Copperview  - Utah Community Action,(801) 255-3516,Utah,8446 Harrison Street,84047
61,Midvale,South County Neighborhood Center,801-255-3516,Utah,8446 South Harrison Street (300 West),84047
62,Midvale,St James Episcopal Church,(801) 566-1311,Utah,7486 Union Park Ave,84047
63,Manti,LDS Bishop's Storehouse and Manti,435-835-7906,Utah,50 South Main,84642
64,Milford,Milford Care and Share,435-387-5398,Utah,298 South Main St,84751
65,Montezuma,Red Mesa Mobile Food Pantry,928-656-3690,Utah,Empty,84534
66,Montezuma,Transitions Pantry - Montezuma Creek,435-678-3741,Utah,Empty,84534
67,Monticello,Monticello Mobile Food Pantry,,Utah,100 East 200 South,84535
68,Midway,LDS Bishop's Storehouse and Midway,435-654-3489,Utah,31 East Main Street,84049
69,Morgan,Morgan County Food Pantry,801-845-4009,Utah,90 West Young Street,84050
70,Monument,Transitions Pantry - Monument Valley,435-678-3741,Utah,Empty,84536
71,Moab,Grand County Food Bank - Moab,(435) 259-6456,Utah,56 N 200 E,84532
72,Moab,Grand County Food Bank,435-259-6456,Utah,56 North 200 East,84532
